label,tweet
anger,"Itu namanya fitnah mbak, g ada bukti ko fitnah org lain korupsi.. Ingat mbk dunia ini berlaku sistem tabur tuai, mgkin anda menutupi keburukan anda dg memfitnah org lain.. Saya tau smua kok korupsi n pekerjaan terselubung anda.."
love,"Sahabat aku, ada di ava tuh.g, polos, tapi dia baik pake bgt, care bgt, lucu, pinter juga. Sayang dia"
love,"Dalam cinta, ketika ada yang berbeda, jangan mencari siapa yang salah, karena kamu dan dia adalah tim yang sama dengan tujuan yang sama. #FRN"
sadness,"[USERNAME] [USERNAME] Pertanyaan tak akan habis kak. Selanjutnya bakal ada kapan punya anak, anak sudah bisa apa, anak sekolah di mana, blablabla. Kau pasti bisa melewati itu semua kak. Good luck "
sadness,sial haha daripada kamu galau we hehe kamu memang sudah dari sananya stres div
happy,Gpp miss .. Kami exols bakalan tetap nunggu kami pasti tau susah payah nya buat datangin exo .. Semagat miss .. Fighting aeris ada lain waktu dan kita bakalam ketemu uri exo jangan bersedih lagi
anger,"Jd ada kenalan nih gue, entah lgsg nyambung aja gitu, di sisi lain ada yg sok deket sm gue sok udh deket pdhl kenal ae kaga, tp kalau gue nya ga welcone jd kek ilfil aja gitu ngeladenin nya"
sadness,Pencitraan terbesar kampus itu ketika mau akreditasi. Semua ruangan dirapikan yang dulunya gak ada menjadi ada... yang dulunya ada malah dihilangkan.
sadness,[USERNAME] [USERNAME] [USERNAME] Demokrasi kita memang lagi mundur saat ini krn kebebasan berekspresi terus menerus di pantau oleh penguasa.
sadness,Aku tidak mampu... Mencegah hatiku untuk tidak terus merindukanmu.. Meski aku sadar bahwa rasa rindu ini hanya akan membuatku bertambah sakit.
sadness,"[USERNAME] karena mereka gak mengenal rasa tanggung jawab, mungkin pas di sekolah sukanya juga nyinyirin gurunya, makanya kebawa ke medsos ??"
anger,Ini org wajib dipenjarakan [USERNAME] wajib dilaporkan..ini org yang memecah belah
anger,Dasar netizen YMC kek begitu disalahin  Swing begini disalahin jugaaa Jadi yang bener siapa? Yang bener itu akuuu istri sah nya Woojin
love,"sekarang baru ku mengerti teka teki mu kalimat indah tak pernah ku sadari, tulismu ku tak menyangka jatuh cinta semudah ini... kepada sahabat baru ku..~~"
fear,"[USERNAME] ""Takut dosa"" Serius, sebenarnya aku tu ingin kaya temen aku yg menel2 sama pacar nya, ini itu. Tapi aku lebih takut akn dosa, dosa aku aja pas sendiri gini banyak, apalagi kalau punya doi yg g punya ikatan apa2"
happy,"yakin aja, setiap datang pasti akan pergi, dan begitupun sebaliknya. Pasti ada gantinya, ya mungkin harus dari nol lagi, ngajarin lagi. Ya itu lah proses, mau bisa ya harus belajar."
happy,"Selamat pagi warga Gunungkidul, bagaimana suasana pagi ini di tempat kawan2? #selamatpagi #gunungkidul #HariLingkunganHidupSedunia #WorldEnviromentDay2018"
fear,[USERNAME] Sampe merinding dalam hati ((aposeee)) tiap liat explore IG. Gue bingung deh siapa temen IG gw yg like/follow secara IG gw bubble bgt krn over-curated. Haha. Serem ya rasanya kelebatan2 film G30S sama berita kerusuhan di TV menyertai foto2
sadness,"Sampe 4 tahun, udah ganti pacar berkali-kali, udah ganti gebetan berkali-kali, yg terus gue tangisin sampe nggak tidur 3 hari cuma dia doang.. padahal pacaran aja nggak"
sadness,"betah di jogja? tp udah kaya kotamu sekarang bep, macet:( . location: pantai parangtritis #parangtritis #beach #yogyakarta @ Yogyakarta [URL]"
fear,"Jangan ngecengin gua lagi ya gaes [USERNAME] [USERNAME] [USERNAME], orang ini udah ada blog-nya juga.. ..ya walaupun nulisnya nggak jam 2 dinihari sih."
anger,Wah ini....siapapun presidennya kalau membiarkan kelompok pembangkang Pancasila dan NKRI hidup di republik ini akan kami lawan. [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL]
anger,"[USERNAME] Elaah. Serius amat blek. Org pinter gak pernah merasa pinter. Klo dia udah merasa, ya berarti kurang pinter. Tugas kita belajar. Supaya gak seperti doi."
anger,Sama sekali nggak. Arab lokal nggak peduli kok dengan cara berbusana orang lain. Banyak Arab pendatang dan nggak semua berhijab. Orang Asia dan bule bahkan bisa pakai tanktop dan celana pendek ke mall.
anger,"memasuki tahun ke 4 menunggu seseorang, eh ada yang lain dateng tapi ga tanggung jawab sama kelakuannya... besok kalo keluar2 pake rok aja mas"
happy,"Baru tau kalo anak sd sekarang ga pake buku tulis kudu disampul coklat. Mereka menggunakan binder file. Keren lah, gue ga perlu repot sampul menyampul belasan buku"
sadness,"Yang repot tu kalo sekedar baca tanpa dimengerti,nahh disitu timbul kesalahan bukan pemahaman.. Selektif terhadap argument ndakk papa, selagi nalar tetep pada jalur, bukan keluar jalur,kalo dah keluar jalur ituu pelanggaran.. #celotehreceh"
anger,PLN emg php surat edaran maintain daerah a sampe jam 1 tapi skg udh jam 2.40 listrik belum hidup jg. Kalau telat dikit bayar tagihan langsung denda ini klo mati listrik mulu dapet potongan gak? [USERNAME]
anger,ini hasil sekolah asal sekolah ... mikirlah Mahkamah Internasional itu punya kewenangan mengadili perkara genosida dsbnya ...
anger,[USERNAME] [USERNAME] [USERNAME] Lebay...tidak ada urusan dengan agama ini...tapi murni keinginan orang2 Mongol untuk menyatukan dunia dibawah Khan Agung!
love,ini knapa menurut sy bagusnya Al Qur'an itu bukan sekedar dibaca.. dalam tafsir juga kadang ada penyebab knp ayat tsb turun.. yg bawa arti yg atas adalah tafsirnya [URL]
love,"Pada saat dirimu masih seorang anak perempuan kecil. Papa biasanya mengajari putri kecilnya naik sepeda. Dan setelah papa menganggap mu bisa, papa akan melepas roda bantu sepeda mu. Kemudian mama bilang "" jangan dulu, jangan dilepas dulu roda bantunya"""
love,"Cinta yang Sebenarnya ~~~ Cinta adalah ketika Sayyidina Rabi'ah bin Ka'ab ditanya oleh Rasulullah Saw apa keinginanmu? Lalu ia pun menjawab: ""Aku hanya minta satu perkara, yakni agar dapat menemanimu di Syurga"". "
happy,"Aku liat di lokasi filmnya kayaknya di Irish gitu, say. Lebih bagus scenery di Ireland drpd di London. London mah Henson bett"
happy,"ketika sudah lama tinggal dijakarta dimana masyarakat disana pemahaman akan ""antrian"" sangat tinggi, bahkan tanpa ada tulisan ""mohon antri""pun mereka sudah paham bahwa budaya antri itu ada dimana mana"
fear,Yg pada nangis dimotor gitu emg gapada takut tbtb bawa motor jadi ga fokus dan malah jatoh atau tabrakan ya? Gua pernah nangis dimotor tapi ga histeris dan malah kepikiran serem aja ntar tbtb gua ketabrak grgr ga fokus nyetir :') drama emg :( [URL]
sadness,"[USERNAME] tolong kab.Bekasi dibenahi tata kelola jalan rayanya, daerah yang nota bene kecil kecelakaan yg merenggunt nyawa tetangga"" kani setiap hari terjadi, dari jalan rusak dan proyek yg merusak jalan. [URL]"
sadness,"Trus satu lagi bunda Anak asuhnya aku satu lagi hiperaktif., jadi suka ilang-ilang gt. Ya namanya anak maklum. Tp capek juga. Nggk sempet ngerjain kerjaan lainnya klo harus nungguin anak yg satu ini. Help me"
love,"Suka sama cewek beda kelas dong, gue di kelas 7A waktu itu dan si cewek 7C kalo gak lupa (teruntuk kamu cinta pertamaku )"
anger,"5. masa depannya nggak jelas. lha iya, gimana mau jelas coba? lulusan seni, bisanya cuma nari, mau kerja apa? nari-nari doang. berapa sih, penghasilannya penari? kerja juga gak tetap~ #dontdateadancer"
happy,"Subhanalloh ,ternyata neng cantik ini adalah kader NU yang aktif juga di IPPNU,mudahhan menjadi kader yang militan untuk NU yang selalu menjaga marwah organisasi."" #JayalahNU"
anger,[USERNAME] Kok aneh..... padahal honorer karyawan juga dan telah diatur oleh UU Ketenaga kerjaan tentang hak dan kewajiban nya. Kayaknya bapak yg satu ini belum pernah kelapangan deh memonitor sistem kerja di masing2 SKPD
anger,Jangan diam lawan juga mereka yg memparalat hukum dgn tujuan kekuasaan ! Jangan diam lawan juga mereka front linernya komunis berkedok pancasila :) [URL]
sadness,tidak-enak sangat badanya ingin pulang tapi kerjan masih banyak ya 
sadness,"Lagi puasa tp dri pagi udah kesana kemari mmbawa alamat,, eh ayuting2 kalee.. enggk ding. Ini knpa siang2 tetangga sbelah goreng telur yah, kan baunya smpe idung gw hikss piye sih mbak?"
fear,"kok saya yg dipilih sihh takut memalukan univ walaupun 1 kampus terdiri dari 10 orang dan tdk sendiri, tapi kan ini lawannya mahasiswa seluruh indonesia ya kalii bor"
anger,"Suka kesel sama fans yang sok-sokan mengatur, sok-sokan yang paling tahu segala-galanya. Hey kamu ibu Negara bukan, cenayang bukan, sudah lebih baik diam biarkan dunia ini bersih dari segala macam bacotmu"
sadness,"lu ngapa si galau mulu:( lu kalo galau banyak diem, kalau lg seneng gabisa diem. Mangat dong kak nanas seneng itu bisa nularin ke orang2 loh:( wkwk"
sadness,"Jujur gue gapernah ngomong ama ini orang, trs tb2 jd closefriend nya dia di ig, dan setiap malam gue menyaksikan dia lg mabok-mabok ria bersama teman-temannya. Aku kudu piye."
sadness,haaaa syabar ajaaa... beloman waktunya buat ikutttt... pemerintah ajanihhh yg ketumbenan ngasih liburnya kepanjangaaannnnnn :((((
sadness,"jadi waktu sma tuh aku pengen banget yang namanya perawatan ke klinik kecantikan macem erha,natasha gitu gitu deh tapi sama mama bener2 dilarang banget dan suka dimarahin gt kalo aku ngrengek minta perawatan:("
sadness,"Tepat 4 tahun lalu kami bersenda gurau dan berhappy happy sekalian bersosial dilink tempat ini, kini tempat ini baru saja kena musibah kebakaran. Semangat terus crew dan owner Gapuro"
love,"Cinta mampu melunakkan besi, menghancurkan batu, membangkitkan yang mati dan meniupkan kehidupan padanya serta membuat budak menjadi pemimpin. Inilah dasyatnya cinta !"
anger,"Jenis orang yang bikin males dari awal ketemu adalah yang seneng banget nyombongin diri sendiri. Ya mungkin sebenarnya karena dia nggak pede ya, jadi butuh pengakuan. Tapi males banget nggak sih ngobrol sama orang kek gini, meski pun dia cantik/ganteng banget?"
anger,yang salah siapa masa yang ngalah harus saya !
happy,"#PWBanget EMANG BEDA . . Viral curhatan Personal Assistant konglomerat Indonesia yg diposting di acoount twitter nya, asli baru kebuka deh pikiran kita tentang orang tajir yg ternyata ga sombong loh [URL]"
love,"18. Nekko-nya aku, eh bukan, Nekko-nya Jujun, baikkkk banget. Sumpah, aku bukan pencitraan tapi emang bener . Also, you are cute without even trying. Kamu beneran selucu itu! Jangan pernah berubah ya, Nekko-chan? Cepet jadi juga sama Jujun. Aku sayang kamu!"
sadness,kapan ea masalah nya cepat klar
anger,"Btw sepanjang JL. Jakarta bahaya banget ya, banyak jalan berlubang, apakabar nih dinas PU Malang? Diem diem baee #kotamalang #savejalanraya #Malang"
happy,Baru seminggu menikah. Tapi rasanya bersyukur sudah memilih jalan yg Allah berikan ini. MasyaAllah dikasih abang yg sungguh pengertian dan mau nerima cia apa adanya. Sampai ga bisa ngebayangin kalau diganti orang lain.
happy,Rakit merakit ...JANGAN LUPA BAHAGIA... #StreetCubEastBorneo #StreetCubBalikpapan #janganlupabahagia #StreetCubKaltim #StreetCubFans #StreetCub_Bpp #StreetCub
happy,[USERNAME] Iya. Mau. September. Udah ajuin ke atasan. Jadi Agustus aku gaperlu cuti pas pulang kerumah. Ketemu kamu yang kangennnn nya udah tingkat dewa. Sediain kamar. Jangan bosan tidur berdua.
sadness,"Ikhlas yaa?? ""Iyaa buk"" jawaban itu yang keluar dari mulut kami pada saat itu. Walau samar, namun masih terdengar. Kami kembali ke kamar kami untuk kemudian diam dalam pikiran masing-masing."
happy,"waaah...rajin ya ay, pagi2 dah ke pasar... [USERNAME] mau masak apakah kiranya? heheheheee... Tuesday morning is beautiful. keep the spirit ayu.. #happy #happytuesday"
anger,"Di kasus Via Vallen ini gue kadang mikir, mreka2 penikmat dangdut, koplo panturanan dan yg smisal, yg biasa disuguhi biduan2 berpenampilan seronok dan goyangan maut. MEREKA ADA DI PIHAK MANA?? [URL]"
sadness,Pantas saja ibu dan bapak saya berat hati ketika saya minta kuliah di luar provinsi. makin lama malah rentan penyakit
anger,"[USERNAME] Sebenarnya 2 kubu sama aja. Doyan mempolitisir agama, apalagi kel. Wiro Sableng, parah. Begitulah nasib bangsa-negara yg tak melewati abad pencerahan. Ga bs move on dr agama."
sadness,"[USERNAME] :( pulang sekolah ceplokin trus mam baso 10.000 aja dah cukup, dulu mah sesimple itu.. boro2 maw ada pansos2an.. era ig jd ajang hebat2an ini lo bikin otak remaja ga sehat"
anger,"[USERNAME] [USERNAME] Oh iya bro, si mumun blok gua tuh, padahal gua gak pernah ad hominem, apalagi persekusi dia. Bila mau jadi ateis banci monolog, mnding dia ke China/ Vietnam aja. Di sana negara paling ateis di dunia yg paling kejam mbungkam agama"
sadness,"Terkadang tidak tahu kabarmu sama sekali membuat hatiku tenang. Entah bagaimana dirimu dan dengan siapa aku tak peduli. Namun, perasaan seperti itu hanya sesaat. Bisakah kau menghilang jauh dariku? Doaku saat ini aku ingin kau lenyap tak terdengar kabar apapun darimu."
anger,"baru kali ini ke [USERNAME] Gancit dan kecewa berat. Baristanya bikin minum dan rasanya berantakan. ditanya baik2 malah melengos ga jelas bikin emosi. please yg kamu jual jasa, kita ga minta dihormati tp berusahalah utk menghargai org lain."
sadness,Ini dia si pembuat sembab berpasang-pasang mata setelah melihat pertunjukkan boneka
love,"Ketika kamu beranjak remaja. Kamh mulai menuntut pada papa untuk dapat izin keluar malan, dan papa bersikap tegas dan mengatakan, ""tidak boleh!"" Tahukah kamu bahwa papa melakukan itu untuk menjagamu? Karena bagi papa, kamu adalah sesuatu yang sangat-sangat luar biasa berharga."
anger,"Saya liat bukan dari sisi agama meskipun saya muslim klo salah ya salah dan mindset saya sama rata semua agama itu, tp ini dalam sisi kemanusiaan yang tidak ada rasa kemanusiaan, laknat dan tolol"
anger,"Ga usah di aminin, doa lu ga akan mustajab. Sama kayak orang umroh dengan niat ""politik"" ga akan di qobul. Lu kira dngn kampanye sambil teriak takbir, sang Pencipta bakal ikut nyoblos #Mikir [URL]"
anger,"Nah ini, yg nunggu anak anteng dengan kesabaran seluas samudra trus bapaknya dateng2 bikin anak nangis. Hmmm kuingin marah melampiaskan"
happy,"Paling excited kalo ngobrol sama orang kreatif, siap saja kalo bakal tercengang sama ide mereka yang mungkin belum pernah terpikirkan olehmu: ""Oh iya, kenapa aku baru kepikiran?""  "
happy,"Buat berjuang, butuh sarapan yah, nah ini dia sarapan q, Indomie Goreng Telor Puyuh  Yummy bangets rasanya, Apa sarapan kamu biar kamu makin Bersemangat ngejalanin aktivitas"
anger,"Entah kenapa kalau jam segini belum bisa tidur tuh jadi keinget sama masalalu. Dimana orang2 yg menatap gua dgn wajah sinis, dingin, acuh, berasa kek gua yg paling salah. Gua sih bodoamat! Cuma, entah kenapa mau bersikap baik atau suka dengan orang2 itu GAK BISA. #DailySinthaa"
happy,"[USERNAME] Dan kadang Tuhan tuh bukan minta kita untuk menjadikan sebuah rencana itu berhasil. Tuhan cuma minta kita untuk mengusahakan keberhasilan. Once udah mengusahakan, udah accomplished tugas kita. Hehe. Semangattt mia! Abis lebaran jg ga buruk kok"
anger,Liga bangke emang ini liga indonesia alesan banyak orang dibalik layar banyak yang mementingkan kepentingan pribadi yaudah nikmati aja toh paling gaada imbasnya ke timnas kalau liga gini gini terus
anger,"Rumor seperti ini umpatan apalagi, bagi partai oposisi utk mencela citra sosok Presiden ir. H. Joko Widodo. Gk banget deh lu..."
sadness,"Ku bingung deh kenapa jadi fans itu harus menjatuhkan idola orang lain sih? Kenapa ngga damai2 aja, kek ngga ada kerjaan ngejatuh2in orang lain"
happy,Yeaaaaay i did it. Bangun pagi kulangsung running demi finishing 18k challange from #VirtualRunID #DukungBersama #AsianGames2018 #fitmom #runninggirl #runningmom #runningjourney
love,"Namanya juga udah sayang, mau disakitin kaya gimana juga tetep aja maafin. :')"
happy,"saat ini lebih ngerasa pgn manfaatin waktu sebaik-baiknya. kalau msh bisa pulang tepat waktu, ya pulang, biar bisa buka di rumah brg keluarga. kalau gaada yg dikerjain, ya mndg cepet tidur, bkn malah begadang gajelas."
fear,"[askMF] serius nanya, kucing kalo bangun jamberapa ya? Aku ngambil anak kucing di jalan trs aku umpetin di bawah kolong kursi karna takut ketauan bunda. Takutnya bsk pagi bunda bangun dan malah buang anak kucingnya"
sadness,"Begitu tersadar bahwa kita menceritakan mereka bagaikan mantan pacar, kita tertawa menggerutu bersama, sebab mereka hanyalah sebatas mantan calon pacar."
love,park woojin harus disayang dicintai diapresiasi diberi makanan enak diberi pelukan hangat diberi kopi panas atau cokelat panas terserah dia deh yang penting dia bahagia pokoknya intinya adalah park woojin harus dibuat bahagia.
sadness,"Saat lebaran aku rindu sosok wanita yg pandai sekali menyimpan rahasia, ditatanya rapi rengginang crispy didalam kaleng tanggo yg dikemas layaknya kado."
fear,"[USERNAME] nyabutnya santae aja pake jari asal jgn kena kuku. beli softlennya yg emg bagus dan jelas. dulu ku pernah beli soflen di tmn cuma yg warna22an gt biasanya item. terus lg gangapa22in ujug22 gatel perih etaunya robek :,( untung cepet22 dikeluari"
happy,"Seminar Proposal Stay positive, work hard, and make it happen  Terima kasih, teman-teman semua. Your presence is more than enough. Semangat"
love,Aa gervan sayang! Jangan lupa buat senyum yah! Biar kamu tambah ganteng terus makin buat aku jatuh cinta ehehe
happy,"Berita baik hari ini, Alhamdulillah Kim #KAI buka Instagram lagi. Karena dulu belum sempet jadi soel pas dia punya akun Amteun welcome back Mr. Ato #KaiOnInstagram [USERNAME] Also goodnite wangjanim [USERNAME]"
fear,"Tapi aku mengerti, memang akan selalu ada yang terlihat lebih baik dari apa yang dia punya. Akan selalu ada orang yang terlihat lebih menjamin banyak kebahagiaan untuk dia dapatkan. [USERNAME]"
fear,Trauma penyakit almarhum kakak gue masih sangat besar di gue. Paling gabisa ngeliat ada orang yang sakit di sekitar gue apalagi orang terdekat gue. Rasanya mau meledak.
love,"Aku menunggu comeback kalian. Aku menunggu ot9, dan sampai saat ini, nanti atau mungkin entah sampai kapanpun, insya Allah stay sama kalian  #EXOPLANET #EXO #EXO_COMINGSOON #TheElyXiOn_dot #weareoneexo [URL]"
anger,"[USERNAME] sudah bikin ""cuman buat masuk ke my indihome saya, berbeda dan tak ada tagihan nya gimana solusinya ini akun saya penceng800@gmail.com"
fear,[USERNAME] ngeri ga sih kalo keterima di ptn terus keliatan gobloknya pas kuliah....... ngeri aja.............. eh trs gitu skripsi dibikinin orang lalu cari kerja jg pake orang dalam. hm.....
sadness,"Saat kita membenci sesuatu dg berlebihan dan menghasut orang lain ikut membenci apa yg kita benci, maka kelar sudah hidup kita. Terputus tali rezeki dan bersiap kematian dg penyakit hati &amp"
anger,"Jangan pilih Jokowi, atau golput aja sekalian, nanti Pancasila yg menjadi dasar negara kita sekarang akan ikutan terganti.. Mau?? Mmmmmoh!!!"
anger,"Soal Via Vallen, Gue Sepakat Sama Nikita Mirzani jangan lebay! Kalau Gak Suka Di gituin, tinggal tolak dan block tu orang, jgn di share2 jadi konsumsi publik! Kek ingin menampilkan kepolosan tak berdosa gimana gituu.. #menurutkusih "
anger,muak saya lihat tingkah kamu lama-lama ! mirip anak-anak begitu tingkah kamu ! masa kecil suram ya
sadness,Niatnya sih tidur Terus buka twitter Eh scroll twitter sampe nggak ada habisnya Iya kaya sayang aku ke kamu Ngak ada habisnya Sayangmu ke aku.. Habislah sudah :( seperti tida pernah ada
sadness,"Terus gw inget dong tadi mampir watsons namanya cewe ya gatel liat2 mekap trs nyoba2 tester tapi yg dicoba bedak, lipstik, blush on... ya jadilah gw menor kayak badut -_- Tapi pas tadi di watsonsnya kayak biasa aja pas udh kena cahaya rumah malah jadi menor bgt kek mau mangkal"
sadness,Pulang udah H-4 lebaran dilema sekali. Seperti tidak bisa melakukan apa2 dirumah sebelum lebaran. Buka puasa bareng cuman 3 hari sama keluarga begitu juga sahur.
anger,"I swear you yang kalo ngechat ""Ko/Koh/Iko"" terus ku balas secepat kilat tapi ga dibales lagi. Kzl boleh kan yak? Yak kalo dichat gitu, pikiran dah kemana2, dapaya, penting ga nich? Terus ngilang. Kan iko sugus jadi bete"
anger,sudah berapa kali delcont2nan masak iya mau delcont2nan lagi biar tidak-saling gangu lagi mirip anak kecil saja :o
love,"Wajar gak kalo cowok nangis gara-gara nahan kangen? Soal nya gak bisa sama sekali untuk ketemu hehe. Lebay gak sih? engga dong, artinya itu sayang. nahan kangen sampe nangis jarang sih gue ketemu yang kaya gitu wkwk [URL]"
fear,"Demikian juga lidah, walaupun suatu anggota kecil dari tubuh, namun dapat memegahkan perkara-perkara yang besar. Lihatlah, betapapun kecilnya api, ia dapat membakar hutan yang besar."
anger,"Ini kenapa jadi kesannya jadi Via Vallen vs Persija sih? ? Ini Wanita vs Sexual Harassment oii. Jgn malah bikin kesannya Persija dukung sexual harassment. Simic emang ngawur dan layak dapet ganjaran, tapi gue yakin karir bolanya ngga bakal ke ganggu. Uno aja tetep jd Wagub kan?"
anger,[USERNAME] Gak bakalan. Tetap aja presiden yg mengatur. Kalau emang dukungan pribadi. Jgn ngomong di media. Apalagi beredar video dia apresiasi islam nusantara.
sadness,"Allah yg paling tahu, mana yg paling ingin taubat dg diam dan sabar. Bukan dg teriak sambil ajak orang lain utk membenarkan dirinya yg paling benar"
sadness,"Dikira sudah sampaj kampung halaman, nyatanya masih di pangumbaraan hehehehe @ Rm. Ikan Bakar Pangandaran Jl. Yos Sudarso [URL]"
happy,Lepas dari krim dokter alias krim klinik dan alhamdulilah tidak terjadi iritasi atau apapun yang tyda diinginkannn Yg penting kalo mau out pake sunscreen bep
sadness,"Bila caring,biar betul2 dengan niat ikhlas.Bukan dgn harapan org itu akn mlkkukan pkr yg sama trhdap kita.Kesudahannya,sangat menyakitkan bila seperti x diharapkan. :')"
fear,"Tapi kalo ditelisik lagi...ya anjir harus siap ini itu bebet bobot bibit apanyalah kan sulit. Lulus kuliah aje beloman,mikirin gituan...terlalu visioner bung"
anger,"[USERNAME] [USERNAME] Sudahlah, jangan saling tuding. Jangan memprovokasi orang lain untuk ribut karena sudah berlalu. Yang terlintas dipikiran yang mengaku aktivis adalah propaganda buat keributan terlebih mereka yang ada di luar kekuasaan. Tunggu"
fear,Cerita dengan A lain. Cerita dengan B lain. Cerita dgn C lain. Aku harap hubungan suami isteri tu halal lah lagi. Huhu jgn di bawa main tau cerai2 ni. Bahaya
fear,"gue waktu smp juga gini  kejadiannya pas istirahat sekolah. Krn penasaran bgt telunjuk gue staples. Pas udah nancep, gue kaya matung gitu takut. Temen gue yg liat langsung jerit2 sekelas heboh. Akhirnya sampe skrg gue trauma liat staples"
fear,"Selama ini g sedikit orang yg ngasih tau saya berobat di sana di sana, dipijet di sini di sini. Tapi saran2 tsb cm saya iyain aja. Bukannya g mau berusaha, TAKUT CUY. Orang yg mijet bukan org medis, g ngerti anatomi. Pernah akupuntur sekali, itupun sm dokter, dan udah sekali aja"
sadness,Ga tau kenapa tadi nangis cuma gara2 solat Maghrib nya telat hampir mau isya baru solat gara2 partner kerja yg istirahat duluan lama bgt istirahatt nya. Yaampun sedih bgt hati
fear,Akhirnya kita langsung pada bingung saling tatap-tatapan muka gitu. Merinding dan pastinya takut bangeeeeeettt. Akhirnya ga pikir panjang lariiiiiiii dah kita semua.
happy,"Kita berteman beda genarasi. Asiknya kita yang tua berasa jadi muda, dan mereka yg muda belajar membahas hal-hal serius dalam masa depan. Kita berteman se asik #HonorIndonesia #Honor7S meskipun kadang harus mrnghadapi sifat kekanak-kanakan mereka. [URL]"
love,"Ku rindu bisik mu di telingaku Seraya kau berkata ""semoga kelak kau menjadi anak yg berguna bagi banyak orang dan semoga kau selalu menyayangi kami orang tua mu""."
happy,"Lantunan dawai indah diri, isi gegap gempita orkestra kehidupan, berikan nada merdu pagelaran kehidupan yang ceria. Semoga kesehatan selalu isi indahnya alunan nada, ntarkan lagu sukses di panggung Kebahagiaan Kehidupan Selamat Milad Oom [USERNAME] Barakallahu fii umriik"
sadness,"Kenapa sih kalau ada pilihan gak pernah ikutin kata hati, selalu meng iyakan padahal hati gk mauu, cuma karena sungkan sama tawaran orng -.- Astaga kalau udh begini, kepikiraan"
sadness,"Benarkah ini sudah waktu pagi Hanya semilir angin bercampur embun yang kurasakan, Langit langit masih hitam dan tak membiru, cahaya mentari tak jua tiba di ufuk timur."
sadness,"Ya Allah, di timeline berderet twit dari bmkg. Gempa susulannya berlanjut sampe sekarang dan hanya berselang beberapa menit. #PrayForLombok.. stay safe"
happy,Tahun ini kayanya PD Na young suk ngasih kado ultah paling special... Karena series NJTW bakal lanjut di season ke-5 dan kalo gue ga salah ini bakal jadi comeback nya kyuhyun abis wamil. Chukae..
anger,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dsb Mereka ga mikir, kalo mau speak up itu butuh keberanian, karna sebenernya pelecehan itu aib tp kalo ga speak up itu orang jg ga bakal jera, ga ngerasa mal"
love,Semoga kau pun ikut merasakannya Menghayati dan memandang langit malam ini Agar kau lihat Ada purnama disana Ada bintang-bintang disana Yang selalu menemani dan mengawasi cinta kita Saat kita terlelap.
anger,"supir bak hilux tolol, jalanan lebar bisabisanya ngelindes kaki w. Udah gt pas kaki gua kelindes malah bukannya mundur/maju cepet cepet kok malah hah hoh hah hoh. sakit tot. bodoh dipelihara, kucing tuh dipelihara"
anger,"diatas langit masih ada langit tp bagi saya kepentingan politik luar negri hrs pragmatis mendukung kepentingan domestik bkn sekedar sentimen. Negara donor terbesar Palestina US , kmn Turki dan Arab? Kenyataan yg hrs anda pelajari"
fear,"Oh gini rasanya dipepet dan dikejar orang tengah malem gini. Lumayan bikin senam jantung. Kejar-kejaran ngebut bgt, mendadak aku pelan pas di bangjo dia nungguin dong sambil ngeliatin ke belakang mulu. Akunya nunggu lampu ijo, dia lurus aku mendadak sein kanan, amaaaaan :)))"
anger,"Aku pikir partai baru ini isinya orang-orang yang sepertinya tidak berpendidikan, utamanya pendidikan agama ........ Buat Bro [USERNAME] sebaiknya tidak usah meladeni orang-orang yang ingin cepat-cepat mendapat pop"
anger,"Puncak marah paling tinggi bukan lagi memaki. Namun ketika seseorang tidak peduli sama sekali. Bahkan saat kamu mencoba mencari perhatiannya, dia sudah tidak mau tahu sedikit pun!!!!!"
love,"Cinta itu hebat, bahkan lebih hebat dari dunia perkawinan itu. Doa adalah bagian penuturan cinta pada sebuah cita-cita yang belum kita capai."
sadness,"Apa bedanya dirimu yg selalu berdiam berlama, pergi jauh, dan mengabaikan saat permasalahan datang. Dengan pernyataan ku yg mengakhiri. #thinkifyouhavebrain"
sadness,di komix saja haha iya nih hahaha :d batuk bu aji aha uhuk :d sepi tanpa kamu :(
anger,"Kantor pusat ni gimana, pake mendata medsos kantor vertikal di bawahnya dan nyuruh follow akun medsos kanpus. Padahal di jam kerja aja kami gak bisa akses medsos via jaringan kantor. Disuruhnya buat akun medsos (fb, ig, yutub, twitter) kantor kalo blm ada."
sadness,icip2 :9 sebelahnya sate gang lele yang mahal tapi rasanya biasa saja itu bakmi gang lele
happy,"Bismillah Salam PLUR slankers/i indonesia kita bakal ketemu di Moment yang sangat dinanti - nanti oleh kita semua. . . ""JAMBORE NASIONAL SLANKERS INDONESIA BERSAMA SLANK 2018"" "
sadness,"Jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya,lalu untuk apa aku disampingmu? Apa aku hanya untuk tempat bersandarmu sementara~"
anger,[USERNAME] Heee aku kemarin ngeliat hoak tetang pohon plastik pertama kali dr akun anda ygdisebarkan lewat fb .... ini bukan saja nol besar tp skaligus nonjok muka junjungan sdr ... terima kasih
sadness,Apa mereka enggak pernah ingat kalau nanya kabar itu juga penting? ah atau saya saja yang sedang kesepian. Itu semua normal gak ada yang salah dengan kondisi seperti itu.
